269,205
1558,222
2400,165
2466,195
108,202
1094,181
1768,220
2722,228
2606,216
2538,200
223,201
1646,212
2055,210
2408,170
132,215
498,179
98,213
1496,162
1450,181
507,167
128,206
2223,270
112,200
17,380
122,327
114,200
766,169
768,180
206,36
4746,85
6466,53
1011,111
1983,135
108,41
6900,44
3975,68
102,49
4829,75
6338,93
6505,95
149,166
1640,97
908,96
106,36
3854,58
1276,158
4651,62
1585,64
222,70
4966,69
1521,83
2827,85
4719,87
3702,50
3775,120
3886,135
1711,210
611,233
1143,72
1511,80
1518,84
1698,80
1842,142
1972,85
2054,75
2112,58
2306,97
2711,65
2995,67
4940,147
5014,132
5044,68
5117,70
5393,57
5532,64
7108,114
6917,65
7781,70
1289,84
1420,102
1732,68
347,148
913,72
2263,72
3024,70
2605,62
103,35
576,159
6644,112
7294,46
3661,76
3725,75
3804,128
674,185
728,231
463,164
6423,75
6698,74
2865,174
7101,110
3998,68
4196,57
214,59
2123,144
2597,109
2626,118
684,134
5583,47
4563,100
2616,66
3006,70
3015,59
5970,71
3659,183
3862,119
3949,135
4143,59
1141,190
1297,160
2320,140
1677,219
1727,208
240,55
278,54
633,235
1095,127
1112,131
1506,270
1580,270
2320,113
2481,120
2710,132
2939,120
5142,119
5218,158
5233,97
5362,123
5501,62
6264,133
6549,118
6407,45
6647,107
6925,85
6964,58
1423,85
2919,58
5951,95
6480,34
6843,32
756,158
3099,81
3718,65
107,83
1248,130
1985,114
2387,129
2405,115
734,129
5165,60
331,145
2734,50
2796,175
3014,65
3332,70
3632,120
3781,105
3842,95
3892,140
4013,95
6498,128
6629,61
4391,59
218,41
6921,38
3935,130
3955,119
4200,64
4274,120
735,215
377,130
202,49
2864,90
6262,137
6414,58
7014,101
3668,131
3724,115
3755,120
3757,103
3795,60
3845,105
3850,48
3871,125
3875,115
3893,115
3923,95
3957,76
3985,100
4008,100
4026,125
4058,50
4239,97
4272,90
4324,82
1056,70
1140,65
1143,170
1215,210
1225,120
1406,125
1584,160
1596,225
1602,100
1615,260
1631,105
1670,165
1755,105
1839,60
1843,175
1878,205
1921,185
1965,115
1994,135
2037,135
2060,245
2103,160
2203,190
2299,190
2301,150
445,125
526,215
528,280
548,240
552,315
654,130
708,60
454,150
55,58
600,143
62,70
81,219
1001,71
1133,85
1224,101
155,168
162,156
1695,192
19,84
247,77
370,159
371,174
442,167
45,83
52,141
68,160
701,218
1045,190
1428,180
1617,118
1810,220
1815,138
308,238
469,225
759,206
89,200
1084,326
1106,120
1157,110
1181,110
1249,192
1297,168
1301,105
1371,68
1401,190
1445,102
1447,167
1504,118
1602,223
1625,120
1767,115
1831,107
1889,103
1949,87
2205,120
2280,110
2437,82
2480,253
2525,210
2530,138
2581,84
2806,222
2816,233
725,113
4942,112
4946,50
4979,67
4998,119
5011,98
5027,130
5079,85
5141,80
5169,151
5265,115
5275,86
5313,98
5316,44
5366,119
5374,109
5387,80
5435,98
5460,77
5479,120
5491,98
5507,102
5564,88
5605,86
7070,116
7075,90
7086,90
7097,82
7100,128
7116,81
7323,115
7378,158
225,157
377,165
143,125
155,105
183,123
200,120
254,134
281,180
359,161
429,69
557,135
630,93
726,135
738,70
84,113
901,123
912,120
942,83
967,135
2731,165
2750,100
2963,140
3256,50
3265,70
3280,80
3325,130
3357,115
3372,90
3450,70
3512,165
3650,135
3736,120
3748,85
3768,165
3807,120
3853,115
3884,85
3908,105
3914,105
3939,105
4067,140
4114,105
4176,80
4223,125
4260,140
4275,55
4382,79
4420,80
4448,70
4581,110
4625,100
4629,95
4650,150
4697,100
6341,125
6357,84
6379,88
6401,53
6560,133
6655,114
6668,118
4611,175
4662,101
4676,144
4765,75
4802,168
4888,135
6245,81
6285,155
6300,59
6330,85
6345,125
6359,112
6399,88
6405,105
6434,62
6471,121
6506,137
6512,40
6586,131
6612,93
6682,142
6684,110
6732,146
6743,55
6766,136
6820,78
6836,78
6893,82
6918,82
6930,87
6936,60
6948,146
6949,155
6975,139
6997,44
7006,41
7008,65
7049,48
7763,48
7768,73
7799,89
189,135
18,146
201,103
203,171
226,342
234,96
257,156
303,404
32,146
337,137
376,125
410,144
468,130
475,133
494,80
506,120
510,95
520,84
532,141
650,94
668,127
669,150
705,131
707,160
736,98
740,146
90,89
922,108
1050,57
1262,169
1267,57
1296,113
1440,74
1772,152
1997,118
2021,96
2114,62
2115,70
2158,60
2161,59
270,172
56,119
578,111
595,174
652,235
86,175
952,157
985,108
1067,85
109,180
1289,70
1357,80
1851,80
1929,135
2529,185
2643,80
2891,105
3061,150
367,85
3,70
406,140
425,175
647,105
702,245
735,240
748,145
799,80
944,75
2143,160
2231,77
2384,55
2485,201
2614,97
2644,81
2652,159
2745,127
2904,58
2997,158
3037,167
3047,116
3066,69
3115,117
5905,136
5924,110
5941,113
5949,159
5958,60
5983,75
5984,95
5986,112
5991,105
5992,96
2692,105
2718,145
2931,146
7218,100
7236,117
7238,135
7287,143
742,184
6965,109
664,249
1406,188
6497,144
6749,76
6829,48
7052,76
59,167
635,139
675,113
5902,63
1320,77
740,237
1943,156
2006,89
2783,142
205,33
6495,161
6991,132
261,95
3698,100
3964,90
4227,52
1002,125
1331,105
1425,75
1698,170
1851,160
1938,225
2127,175
697,190
705,250
730,205
73,42
1235,125
451,204
1093,168
1471,95
151,180
1831,163
1024,175
1583,141
1937,103
1982,85
2385,145
2931,118
2940,108
5343,130
290,112
461,126
3074,90
3366,185
3391,60
3894,100
4015,160
4077,140
6358,131
6522,178
3045,66
4794,104
6232,77
6558,129
6722,139
6750,124
112,139
524,139
600,111
634,125
486,107
1136,65
1426,110
1461,120
1481,185
1687,150
1772,85
1824,110
1945,160
2557,65
2885,115
28,110
317,170
3842,70
388,100
410,70
673,65
2528,119
2696,54
2995,211
689,185
6369,133
6374,88
7305,79
3683,90
1032,180
1354,265
1723,160
2410,185
301,160
398,120
488,230
532,145
700,190
817,130
151,95
340,122
561,147
1453,184
1597,180
1661,136
1815,129
2782,83
2865,154
328,83
5176,88
5247,147
5612,68
7119,80
7132,83
453,135
653,201
411,102
69,119
989,120
2743,195
3612,115
3685,145
4076,130
4117,110
4152,60
4414,95
4419,65
6340,187
6360,107
6397,90
6405,93
6686,73
6770,100
4531,97
4681,113
4682,112
4713,104
4729,112
4756,162
6364,48
6465,120
6674,134
6716,97
6826,35
6850,60
414,129
732,242
893,410
966,292
1223,82
12,109
1703,87
506,364
590,112
641,157
1105,215
1762,155
3060,75
3684,145
3762,105
379,125
380,155
682,140
821,75
2251,114
2323,102
2445,125
2585,137
2718,54
5998,65
2735,80
2933,76
6759,115
791,120
894,159
6320,48
871,118
5950,74
107,42
243,139
796,69
812,133
3081,77
3692,130
3751,103
3815,91
3946,118
3997,96
4259,95
4388,108
4390,106
2258,65
1249,100
1576,228
1649,164
223,245
1125,116
1244,130
1408,129
1432,147
1516,170
1762,126
1909,146
1999,88
2052,95
2154,252
2570,119
2578,120
4993,110
5075,133
5182,75
5364,76
5611,85
7349,93
103,131
143,146
192,189
262,144
319,130
38,154
496,202
582,95
656,131
96,85
2810,60
3314,165
3600,105
4199,85
4503,105
4576,120
4590,164
4599,175
6566,85
6594,150
4478,205
4553,70
4654,69
6463,95
6992,90
33,136
1125,140
1433,152
1517,81
1626,100
1812,74
1056,235
107,125
1155,70
1199,85
1320,165
1400,145
1628,60
1636,60
1657,80
1915,80
2377,150
2706,85
3756,80
3915,50
532,200
568,240
685,70
697,70
6,50
756,95
840,120
912,85
2046,62
2072,199
2175,134
2535,114
2853,108
2946,132
2631,115
2924,148
113,35
472,245
6314,47
185,389
671,138
6438,60
6568,52
7037,69
16,244
484,149
6621,86
988,127
3684,106
3779,67
3934,83
4052,88
4138,85
1096,250
1185,200
1280,215
1433,205
1434,145
1466,200
2065,95
2515,160
496,99
689,220
971,110
477,165
537,166
658,108
1321,89
605,80
1212,220
1449,129
1756,168
1872,90
2346,279
2414,169
2513,167
4991,81
5428,83
7095,67
650,150
765,133
132,95
300,167
684,126
806,93
2985,175
3081,45
3302,140
4004,80
4278,55
4529,156
4554,88
4638,49
4667,154
6454,55
6701,128
6832,88
6974,67
143,170
353,80
381,161
658,156
1434,126
542,113
1329,90
1472,155
1566,95
1591,80
220,115
2552,80
496,145
758,60
831,135
909,130
2208,157
2788,112
2934,92
1435,89
105,33
132,234
73,103
1241,63
101,49
91,393
2164,83
1260,110
6727,63
3928,93
1361,135
1462,95
2042,150
404,60
419,270
509,185
608,185
810,255
304,133
110,163
1087,150
1437,142
625,100
651,205
724,83
1092,169
1192,103
1592,249
2163,173
2258,184
2283,78
2728,92
2938,94
7305,67
7372,83
71,189
790,144
431,129
516,108
2782,160
2830,125
4375,65
4464,65
6421,140
4489,95
4551,101
4624,104
4645,73
4714,73
4840,80
6401,96
6547,151
1019,143
1656,116
220,84
375,120
1019,75
1093,90
1633,75
205,155
2102,85
219,80
264,120
3073,90
370,105
550,125
579,80
609,80
703,60
734,105
792,105
863,75
8,60
2094,97
2169,114
2377,150
2419,92
2563,172
2660,104
2927,72
5973,79
2702,94
2903,91
6828,69
3067,64
491,113
3931,102
234,107
6517,95
6933,49
2821,107
2921,182
6243,201
6564,49
2183,139
2437,104
2549,131
3669,75
3778,82
3890,112
3970,68
3974,82
4001,115
4014,80
4117,145
4211,75
4251,100
1083,210
1182,175
1637,185
201,385
2401,205
851,120
232,154
493,183
502,161
1012,65
1790,85
591,164
921,169
1116,72
1121,81
338,187
350,260
501,147
561,212
1162,90
1209,342
1254,83
132,330
1370,69
1373,82
1418,94
1758,75
1871,70
1981,125
2061,140
246,320
2504,74
2613,64
2700,228
2724,79
2826,89
2853,80
2956,324
2960,127
5078,76
5272,76
5413,138
5590,66
5600,90
7311,70
7320,66
7360,64
416,140
510,143
100,125
1270,146
260,125
409,104
715,98
805,82
923,125
2738,175
2935,160
2943,130
3007,45
3203,75
3307,80
3322,200
3393,140
3534,80
3614,185
3665,180
3923,105
4069,50
4174,120
4187,85
4436,105
4652,120
6276,79
6417,144
6597,135
6658,81
4575,142
4629,90
4657,130
4671,82
4762,102
4826,145
4881,115
7011,57
7800,55
837,241
89,165
1085,245
1210,185
1293,93
1525,115
1539,127
1592,115
1613,124
1744,97
1800,112
183,75
2020,79
250,84
522,345
567,80
57,74
654,349
680,225
700,300
829,103
1092,65
1107,70
1127,55
1254,115
1326,165
1585,70
1683,90
1751,115
1868,85
201,60
2264,100
2442,55
2459,100
249,75
250,55
2990,75
2,55
324,135
3485,100
459,135
535,155
760,165
779,140
900,75
971,55
2149,58
2187,192
2281,100
2327,107
2392,119
2458,154
2684,104
2719,60
2959,94
3017,114
3030,59
2601,102
2816,96
1250,89
187,368
530,94
61,261
636,88
6457,121
5985,107
6301,86
6500,77
7767,77
268,107
104,30
114,36
6271,51
3808,87
1399,155
1810,65
1887,175
876,135
1179,149
1563,150
1413,119
1490,112
1542,320
2244,229
2673,185
2946,169
4988,145
304,130
855,110
848,96
2878,135
2940,50
4488,100
6643,110
4458,75
4869,206
1583,102
1013,155
1147,65
12,160
134,140
137,50
178,80
1839,120
185,100
1949,60
200,255
2903,80
326,60
3307,160
3854,175
495,95
5,60
690,205
715,135
752,155
7,95
806,105
870,100
2091,164
2624,70
507,158
7130,150
37,369
6293,102
891,380
2367,171
394,216
875,101
3995,75
4360,82
1019,185
1467,100
1477,235
1789,85
495,195
536,125
560,137
573,159
634,158
423,195
132,190
762,70
1040,169
1071,83
1100,82
1308,142
1486,127
1829,70
2029,217
2381,138
2514,100
2526,123
2589,92
2998,319
5207,52
5522,129
110,117
366,133
1621,158
29,116
311,78
561,104
573,146
931,77
3025,45
3193,75
3315,80
3542,185
3704,175
4243,140
4355,135
4743,135
4871,121
6540,107
471,110
954,85
202,74
365,320
864,126
1075,90
1091,110
1122,200
1148,150
1170,115
1252,120
1482,170
1615,140
1659,70
1753,75
2116,75
2276,80
3494,65
452,70
960,295
973,145
2086,165
3133,130
2190,79
3132,108
1278,93
6384,198
6428,70
5975,72
163,396
3690,112
4127,123
1114,170
1648,185
1776,185
1794,195
1823,175
386,80
393,125
407,65
452,180
322,128
323,129
366,106
47,65
581,157
1131,250
1178,123
1535,340
1598,204
162,187
194,194
196,177
292,174
333,235
600,170
91,367
1183,135
1802,264
1979,69
2224,124
2305,90
2632,132
519,100
5581,134
7341,130
265,145
822,110
847,169
2735,70
2751,95
3026,70
3859,155
4093,50
4203,75
4343,85
6329,110
6437,117
6553,96
4465,59
4480,80
4487,199
4668,85
6816,131
6818,71
6925,164
8,101
1848,160
610,89
1175,105
1268,110
1310,70
153,115
162,250
1766,100
2038,95
208,95
2356,110
3403,135
346,105
356,145
410,245
533,205
650,165
798,90
2621,145
5899,87
2648,68
2703,86
2727,66
2821,87
2833,47
511,88
996,162
6331,184
6764,97
6843,68
6908,167
3656,60
4020,92
4327,105
4389,60
1154,170
1184,200
1397,165
1888,125
2412,185
374,205
538,185
543,195
634,190
1019,155
1701,178
378,61
580,230
1865,110
1922,75
2166,134
2490,196
2921,115
5070,142
5431,137
796,105
3268,45
3931,100
4031,115
4240,65
4250,135
4474,82
4687,56
4716,110
4800,115
7780,64
62,189
632,87
1021,85
1087,80
1132,160
1140,145
1163,85
1218,100
1246,175
1253,55
1279,255
1316,65
1422,100
1546,150
2349,145
2449,85
2654,60
2810,65
3763,105
468,65
524,85
661,110
891,200
2309,129
3051,146
3130,63
7258,140
2053,153
6670,65
341,134
7003,156
1241,205
1258,215
1273,100
1461,185
1533,150
501,130
505,245
236,145
117,204
133,192
40,317
1702,225
1879,193
1900,134
1965,60
2069,125
2449,259
2648,72
2685,170
5221,84
5228,69
5414,93
7099,68
2786,110
6590,110
6427,103
6529,177
237,353
323,271
434,75
835,173
195,317
1587,65
1590,60
1944,95
1980,50
3238,85
3773,85
407,70
653,75
694,85
729,65
805,85
951,130
6566,143
528,84
6935,64
602,111
2555,186
2683,159
2839,135
1612,148
998,178
1631,95
2681,86
3697,60
3716,99
3721,59
3891,84
3982,95
4098,135
4301,105
4314,114
4328,103
4356,55
1088,125
1164,80
1310,160
1352,65
1363,130
1364,250
1590,195
1629,215
1841,150
2303,155
385,215
457,65
555,180
59,405
707,250
716,155
732,200
937,215
181,60
244,155
307,86
30,320
315,124
347,120
371,112
41,77
515,173
527,160
603,160
641,188
65,131
660,230
665,267
699,67
1060,205
1203,186
1240,123
1275,194
1281,108
1297,109
204,82
231,117
262,83
418,172
521,170
620,199
661,178
703,227
741,157
920,131
1130,198
1559,209
1573,57
276,191
448,396
618,179
1004,122
1012,130
1103,342
1108,156
1163,128
1232,221
1235,327
1273,115
1402,122
1415,185
1477,125
1498,174
1547,164
1550,193
1769,82
1821,176
1996,175
2094,113
210,295
2120,90
2145,179
2147,184
2178,116
2236,142
2276,150
2298,105
2452,175
2533,205
2599,212
2610,130
2630,166
2646,208
2663,394
2787,81
2923,198
2927,95
2937,84
2944,107
2952,159
339,95
749,57
5136,97
5267,129
5484,80
5580,123
7307,150
