39,77516
50,83311
38,215646
53,234721
28,338409
37,284582
49,160187
52,209642
31,45781
42,159449
37,280464
30,141297
23,122272
32,205019
40,121772
34,245487
25,176756
32,186824
38,28887
43,292175
40,193524
54,302146
35,76845
43,117037
59,109015
56,216851
19,168294
54,180211
39,367260
49,193366
23,190709
20,266015
45,386940
30,59951
22,311512
48,242406
21,197200
19,544091
31,84154
48,265477
31,507875
53,88506
24,172987
49,94638
25,289980
57,337895
53,144361
44,128354
41,101603
29,271466
25,32275
18,226956
47,51835
50,251585
47,109832
43,237993
46,216666
35,56352
41,147372
30,188146
30,59496
32,293936
48,149640
42,116632
29,105598
36,155537
28,183175
53,169846
49,191681
25,200681
19,101509
31,309974
29,162298
23,211678
79,124744
27,213921
40,32214
67,212759
18,309634
31,125927
18,446839
52,276515
46,51618
59,159937
44,343591
53,346253
49,268234
33,202051
30,54334
43,410867
57,249977
37,286730
28,212563
30,117747
34,226296
29,115585
48,191277
37,202683
48,171095
32,249409
76,124191
44,198282
47,149116
20,188300
29,103432
32,317660
17,304873
30,194901
31,189265
42,124692
24,432376
38,65324
56,335605
28,377869
36,102864
53,95647
56,303090
49,197371
55,247552
22,102632
21,199915
40,118853
30,77143
29,267989
19,301606
47,287828
20,111697
31,114937
35,129305
39,365739
28,69621
24,43323
38,120985
37,254202
46,146195
38,125933
43,56920
27,163127
20,34310
49,81973
61,66614
27,232782
19,316868
45,196584
70,105376
31,185814
22,175374
36,108293
64,181232
43,174662
47,186009
34,198183
33,163003
21,296158
52,252903
48,187715
23,214542
71,494223
29,191535
42,228456
68,38317
25,252752
44,78374
28,88419
45,201080
36,207157
39,235485
46,102628
18,25828
66,54826
27,124953
28,175325
51,96062
27,428030
28,149624
27,253814
21,312956
34,483777
18,183930
33,37274
44,181344
43,114580
30,633742
40,286370
37,29054
34,304030
41,143129
53,135105
31,99928
58,109567
38,155222
24,159567
41,523910
47,120939
41,130760
23,197387
36,99374
40,56795
35,138992
24,32921
26,397317
19,170653
51,259323
42,254817
37,48211
18,140164
36,128757
35,36270
58,210563
17,65368
44,160943
37,208358
35,153790
60,85815
54,125417
37,635913
50,313321
38,182609
45,109434
25,255004
31,197860
64,187656
90,51744
54,176681
53,140359
18,243313
60,24215
66,167687
75,314209
65,176796
35,538583
41,130408
25,159732
33,110978
28,76714
59,268700
40,170525
41,180138
38,115076
